,0.00,0.05,0.10,0.15,0.20,0.25,0.30,0.35,0.40,0.45,0.50,0.55,0.60,0.65,0.70,0.75,0.80,0.85,0.90,0.95,1.00
stylegan2_ffhq_1024x1024.pt,1.0,0.993993993993994,0.987987987987988,0.972972972972973,0.972972972972973,0.96996996996997,0.96996996996997,0.9579579579579579,0.948948948948949,0.9369369369369369,0.933933933933934,0.933933933933934,0.9309309309309309,0.924924924924925,0.924924924924925,0.9159159159159159,0.9039039039039038,0.8978978978978979,0.8618618618618619,0.8348348348348348,0.012012012012012012
deepfake.pt,1.0,0.9195700518902891,0.8977020014825797,0.8784284655300222,0.860637509266123,0.843587842846553,0.8317272053372868,0.8169014084507042,0.7998517420311342,0.7809488510007413,0.7668643439584878,0.7520385470719051,0.7312824314306894,0.7160859896219421,0.6908821349147517,0.6730911786508524,0.6501111934766494,0.6212008895478132,0.5759822090437361,0.49629355077835435,0.0
stable_diffusion_512_50steps.pt,1.0,0.9915,0.987,0.984,0.983,0.9795,0.979,0.9775,0.9745,0.9715,0.9695,0.967,0.9645,0.962,0.9565,0.9485,0.9445,0.938,0.9255,0.9065,0.048
biggan_512.pt,1.0,0.958,0.95,0.934,0.928,0.92,0.904,0.9,0.89,0.882,0.87,0.864,0.854,0.848,0.836,0.814,0.798,0.778,0.756,0.686,0.012
ffhq.pt,0.0,0.116,0.157,0.198,0.219,0.246,0.258,0.275,0.289,0.308,0.324,0.336,0.35,0.371,0.403,0.42,0.441,0.475,0.509,0.571,1.0
stable_diffusion_256.pt,1.0,0.998,0.991,0.991,0.99,0.99,0.987,0.985,0.984,0.982,0.979,0.977,0.97,0.967,0.959,0.955,0.943,0.937,0.926,0.908,0.028
glide_text2img_valid.pt,1.0,0.935,0.917,0.905,0.893,0.884,0.877,0.871,0.859,0.849,0.845,0.838,0.823,0.812,0.805,0.79,0.775,0.755,0.721,0.681,0.011
latent-diffusion_text2img_valid.pt,1.0,0.97,0.959,0.951,0.941,0.936,0.931,0.919,0.912,0.905,0.893,0.884,0.877,0.87,0.858,0.854,0.84,0.821,0.796,0.76,0.024
biggan_256.pt,1.0,0.984,0.974,0.97,0.962,0.956,0.956,0.952,0.944,0.94,0.936,0.932,0.932,0.926,0.918,0.912,0.9,0.882,0.866,0.846,0.052
