,File,Real-Natural,Real-BLIP,Fake-Natural,Fake-BLIP
0,Test,0.0,0.0,0.0,0.0
1,000309026.jpg,0.9461506009101868,0.9664738178253174,0.9873262047767639,0.5637382864952087
2,000136665.jpg,0.998091995716095,0.5458759069442749,0.9995399713516235,0.973087728023529
3,000083879.jpg,0.843766450881958,0.3459886312484741,0.9554024338722229,0.9930961728096008
4,000409509.jpg,0.9864678382873535,0.8661325573921204,0.9526181817054749,0.9158841967582703
5,000130756.jpg,0.9819619059562683,0.9325147271156311,0.9846936464309692,0.9871540665626526
6,000416248.jpg,0.9948902130126953,0.885433554649353,0.03527754545211792,0.766643226146698
7,000130092.jpg,0.9948704242706299,0.8622937202453613,0.9927250146865845,0.8568721413612366
8,000218332.jpg,0.29472219944000244,0.9364014267921448,0.22465024888515472,0.9233161807060242
9,000162131.jpg,0.9987131357192993,0.969956636428833,0.7982653975486755,0.7174080014228821
10,000221322.jpg,0.8458787798881531,0.9528819918632507,0.2258431762456894,0.986828088760376
11,000279538.jpg,0.8272706270217896,0.8818185925483704,0.822474479675293,0.5678467154502869
12,000436932.jpg,0.9162596464157104,0.9912039041519165,0.013875309377908707,0.999194324016571
13,000227201.jpg,0.537056565284729,0.7241393327713013,0.26001349091529846,0.5562037229537964
14,000397092.jpg,0.9865975975990295,0.8378190398216248,0.9964134097099304,0.9908919930458069
15,000362892.jpg,0.5743052363395691,0.9417614340782166,0.9241418242454529,0.9549844264984131
16,000382076.jpg,0.87169349193573,0.9533619284629822,0.4874751567840576,0.9909272193908691
17,000101726.jpg,0.9985590577125549,0.3306873142719269,0.997730553150177,0.3579041063785553
18,000220538.jpg,0.8255194425582886,0.9795310497283936,0.14372770488262177,0.9901401400566101
19,000312855.jpg,0.9966495633125305,0.9462003111839294,0.9992098808288574,0.9977437257766724
20,000289584.jpg,0.9979690909385681,0.9997294545173645,0.9993712306022644,0.9859904050827026
21,000477812.jpg,0.9279531240463257,0.17560875415802002,0.7248215675354004,0.5203668475151062
22,000009583.jpg,0.9943360686302185,0.9724408984184265,0.8073087334632874,0.40621405839920044
23,000205636.jpg,0.6587468981742859,0.9824904799461365,0.9233852624893188,0.9988840222358704
24,000162336.jpg,0.7530128955841064,0.938856840133667,0.9889063835144043,0.9216402173042297
25,000187815.jpg,0.9534487724304199,0.9985841512680054,0.9919379353523254,0.9892232418060303
26,000134461.jpg,0.843766450881958,0.867204487323761,0.4160253703594208,0.9953634738922119
27,000017298.jpg,0.634882926940918,0.5851604342460632,0.7796576023101807,0.543347954750061
28,000358946.jpg,0.9658674597740173,0.756177544593811,0.9507321119308472,0.943295419216156
29,000214143.jpg,0.5857232809066772,0.8226882219314575,0.6252092719078064,0.5859602689743042
30,000119862.jpg,0.998091995716095,0.9910145401954651,0.9936979413032532,0.7867047786712646
31,000312684.jpg,0.9978635907173157,0.9976993203163147,0.9921080470085144,0.9992563128471375
32,000327059.jpg,0.4282034933567047,0.7296642661094666,0.6479653120040894,0.7782282829284668
33,000321755.jpg,0.9520419239997864,0.8393393158912659,0.9925682544708252,0.9804313778877258
34,000024774.jpg,0.9965569972991943,0.9996079802513123,0.9956516623497009,0.9950273633003235
35,000380187.jpg,0.9081302285194397,0.2855711877346039,0.9479621648788452,0.8353492617607117
36,000036065.jpg,0.9993588328361511,0.9931893348693848,0.9966036081314087,0.93974769115448
37,000343858.jpg,0.8302502632141113,0.2573915719985962,0.9777563810348511,0.95743727684021
38,000322461.jpg,0.9689738154411316,0.9401335716247559,0.9736696481704712,0.9174507260322571
39,000494716.jpg,0.9485372304916382,0.8939591646194458,0.9984869956970215,0.9507778882980347
40,000295572.jpg,0.9942474365234375,0.9840630292892456,0.9986060261726379,0.9959298968315125
41,000096454.jpg,0.6106856465339661,0.9394150376319885,0.9806178212165833,0.9941800832748413
42,000301753.jpg,0.8190988302230835,0.7328786849975586,0.8971559405326843,0.7609172463417053
43,000054885.jpg,0.9946150183677673,0.9834386706352234,0.6906112432479858,0.8917167782783508
44,000360828.jpg,0.9325762391090393,0.45583441853523254,0.8576489090919495,0.591221809387207
45,000305565.jpg,0.9973477125167847,0.16257935762405396,0.9971771240234375,0.9843062162399292
46,000409767.jpg,0.6351093053817749,0.7724448442459106,0.19368058443069458,0.3282063901424408
47,000254863.jpg,0.06791667640209198,0.7587788105010986,0.04603390023112297,0.9258357286453247
48,000176532.jpg,0.8783142566680908,0.7866228222846985,0.8937739133834839,0.9797065258026123
49,000016520.jpg,0.9439190030097961,0.29721489548683167,0.984752357006073,0.6789126396179199
50,000035189.jpg,0.9646891355514526,0.41208648681640625,0.9597620368003845,0.9259026646614075
51,000438948.jpg,0.14481274783611298,0.6488558053970337,0.7099752426147461,0.8709269165992737
52,000483361.jpg,0.999854564666748,0.9919535517692566,0.9996837377548218,0.9916681051254272
53,000132132.jpg,0.9880158305168152,0.7445634603500366,0.9781354665756226,0.9326989054679871
54,000246913.jpg,0.6226601004600525,0.6097855567932129,0.9584600329399109,0.9531006813049316
55,000350842.jpg,0.8598403930664062,0.9792749285697937,0.5193765759468079,0.9271657466888428
56,000463720.jpg,0.6455110907554626,0.7672541737556458,0.7489036321640015,0.7461389899253845
57,000028259.jpg,0.8362873792648315,0.6637234091758728,0.9441768527030945,0.9905691146850586
58,000029327.jpg,0.12934772670269012,0.9520864486694336,0.9879926443099976,0.9007918834686279
59,000070595.jpg,0.8293538093566895,0.8293538093566895,0.8459424376487732,0.9440222382545471
60,000387037.jpg,0.7749242186546326,0.5056855082511902,0.553686261177063,0.5201383233070374
61,000238019.jpg,0.4135659635066986,0.40444865822792053,0.31742629408836365,0.34438830614089966
62,000473388.jpg,0.9616780281066895,0.8892406225204468,0.9793540239334106,0.9683513641357422
63,000408425.jpg,0.8372876048088074,0.6897760033607483,0.9812209606170654,0.4742887318134308
64,000000148.jpg,0.6410291790962219,0.8700461983680725,0.9036349058151245,0.8636792898178101
65,000453318.jpg,0.7745833992958069,0.9279531240463257,0.3199707269668579,0.6544531583786011
66,000380483.jpg,0.879612922668457,0.9519079327583313,0.8970657587051392,0.9452984929084778
67,000258601.jpg,0.8113772869110107,0.5723941326141357,0.9754368662834167,0.5357815623283386
68,000199185.jpg,0.949153482913971,0.9166334867477417,0.8939591646194458,0.8403244614601135
69,000350046.jpg,0.5741560459136963,0.5234660506248474,0.8006919622421265,0.8510266542434692
70,000091998.jpg,0.9983865022659302,0.9954082369804382,0.2540460228919983,0.9645892381668091
71,000360740.jpg,0.8430570363998413,0.8859278559684753,0.6760320067405701,0.9149770140647888
72,000461279.jpg,0.4561220705509186,0.8305941224098206,0.48440292477607727,0.9970014691352844
73,000118271.jpg,0.7705511450767517,0.9785903096199036,0.8358188271522522,0.929951012134552
74,000358989.jpg,0.998703122138977,0.9976264834403992,0.9905142784118652,0.9997387528419495
75,000136602.jpg,0.9930152893066406,0.9291195869445801,0.9984899759292603,0.998513400554657
76,000377470.jpg,0.6411415934562683,0.4922682046890259,0.646683394908905,0.9788546562194824
77,000347835.jpg,0.532615065574646,0.6540113687515259,0.5562489032745361,0.6605009436607361
78,000092284.jpg,0.7472472190856934,0.8479048013687134,0.7611836194992065,0.9575962424278259
79,000023022.jpg,0.6090883016586304,0.6226314902305603,0.7766229510307312,0.7217922210693359
80,000151605.jpg,0.9858275651931763,0.807612419128418,0.9840630292892456,0.8303879499435425
81,000026058.jpg,0.39864054322242737,0.8108536005020142,0.9320833086967468,0.9199306964874268
82,000082918.jpg,0.9139840602874756,0.9122800230979919,0.2691815197467804,0.7951018214225769
83,000118248.jpg,0.9515490531921387,0.9095862507820129,0.999313473701477,0.5709594488143921
84,000093549.jpg,0.2974189221858978,0.4668152332305908,0.3156832158565521,0.997945249080658
85,000233795.jpg,0.9935867786407471,0.7180016040802002,0.9532750844955444,0.9864417314529419
86,000357707.jpg,0.988558292388916,0.769946277141571,0.9869794845581055,0.7004339694976807
87,000436542.jpg,0.992046594619751,0.8743993639945984,0.38251620531082153,0.9129031896591187
88,000101668.jpg,0.36043277382850647,0.528685450553894,0.38090288639068604,0.48771148920059204
89,000453223.jpg,0.1544397473335266,0.44473057985305786,0.5298336148262024,0.9676862359046936
90,000348218.jpg,0.7550956010818481,0.8273404240608215,0.5323719382286072,0.7589575052261353
91,000339063.jpg,0.999058187007904,0.9990264177322388,0.869714617729187,0.9930827617645264
92,000210788.jpg,0.9968087077140808,0.8948813676834106,0.1242661252617836,0.9509148001670837
